name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
cupertino,2023-12-27,62.5,50.5,57.4,62.5,50.5,57.4,49.3,74.6,0.008,100,8.33,rain,0,0,28.9,16.8,138.7,1018.6,74.5,9.7,75.4,6.5,6,10,2023-12-27T07:21:10,2023-12-27T16:57:23,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2023-12-28,69.9,54.9,61.5,69.9,54.9,61.5,54.4,78.5,0,0,0,,0,0,18.3,13,134.9,1019.9,74.9,9.9,88.6,7.7,5,10,2023-12-28T07:21:29,2023-12-28T16:58:04,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2023-12-29,67.6,55.7,61.1,67.6,55.7,61.1,54.2,78.7,0.666,100,37.5,rain,0,0,38,17.6,152.4,1015.1,83,8.3,36.1,3.3,3,10,2023-12-29T07:21:46,2023-12-29T16:58:46,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2023-12-30,59.7,52.9,55.7,59.7,52.9,55.7,51.9,87.3,0.335,100,45.83,rain,0,0,12.8,7.7,107.2,1018.2,85.7,8.6,109.8,9.4,6,10,2023-12-30T07:22:01,2023-12-30T16:59:30,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2023-12-31,60.4,48.2,53.5,60.4,48.2,53.5,48.4,83.3,0,0,0,,0,0,9.2,7.9,351.7,1019.1,70.6,9.8,62.7,5.4,4,10,2023-12-31T07:22:13,2023-12-31T17:00:15,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-01,61.7,46.3,52.5,61.7,46.3,52.4,46.9,82,0,0,0,,0,0,6.9,5.9,343.5,1021.3,26.9,7.4,116.7,10,5,10,2024-01-01T07:22:24,2024-01-01T17:01:01,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-02,63.1,45.7,53.4,63.1,43.8,53.1,45.1,75.5,0.337,100,25,rain,0,0,26.4,16.2,154,1020.7,61.7,9.2,75.4,6.6,6,10,2024-01-02T07:22:33,2024-01-02T17:01:49,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-03,57.9,46.8,51.9,57.9,44.3,51.3,45.2,78.5,0.057,100,33.33,rain,0,0,22.6,19.6,308.8,1021,75.7,9.5,104.5,9,7,10,2024-01-03T07:22:40,2024-01-03T17:02:39,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-04,59.2,43.9,51.4,59.2,43.9,51.3,43.2,74.8,0,0,0,,0,0,19.5,10.2,340.2,1025.4,22.4,9.6,118.2,10.2,5,10,2024-01-04T07:22:45,2024-01-04T17:03:29,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-05,62.4,48.2,54.4,62.4,48.2,54.4,45.7,73.8,0,0,0,,0,0,15,14.2,309.8,1025.3,46.6,9.3,110.7,9.5,5,10,2024-01-05T07:22:48,2024-01-05T17:04:21,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-06,57.1,41.1,48.1,57.1,39.2,46.9,38.8,70.8,0.105,100,8.33,rain,0,0,21.9,12.7,268.5,1019.9,39.6,9.3,45,3.9,2,10,2024-01-06T07:22:48,2024-01-06T17:05:14,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-07,53.5,37.3,45.7,53.5,37.3,45.1,34.1,65.1,0,0,0,,0,0,20.8,10.9,325.9,1020.3,7.6,9.8,124.5,10.7,5,10,2024-01-07T07:22:47,2024-01-07T17:06:08,0.88,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-08,57.8,37.3,47,57.8,36.4,46.8,35,66,0,0,0,,0,0,9.2,6.8,12.4,1026.5,23,9.8,118.7,10.2,5,10,2024-01-08T07:22:44,2024-01-08T17:07:03,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-09,57.4,46.8,50.8,57.4,43.4,50.1,41.2,69.8,0.017,100,8.33,rain,0,0,21.9,12.1,155,1025.5,83.1,9.1,54.3,4.6,3,10,2024-01-09T07:22:38,2024-01-09T17:07:59,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-10,53.8,38.6,47.8,53.8,38.2,46.2,42.3,81.3,0.255,100,45.83,rain,0,0,30,17.2,242,1018.6,71.9,7.6,33.5,3,2,10,2024-01-10T07:22:31,2024-01-10T17:08:56,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-11,54.8,39.1,46.7,54.8,36.6,45.1,32.1,58.4,0,0,0,,0,0,33.3,13.7,325.9,1021.4,8.8,9.8,129.4,11.1,5,10,2024-01-11T07:22:22,2024-01-11T17:09:54,0,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-12,56.5,36.9,46.7,56.5,35,46,36.9,69.5,0,0,0,,0,0,10.3,7.6,17,1024.6,51.8,9.8,69.4,5.9,3,10,2024-01-12T07:22:10,2024-01-12T17:10:53,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-13,58.1,44.9,51.6,58.1,44.3,51.2,44.1,76,0.146,100,29.17,rain,0,0,21.9,13.1,141.5,1020.3,88.8,9.4,48.8,4.3,3,10,2024-01-13T07:21:57,2024-01-13T17:11:53,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-14,61.1,50.9,55.2,61.1,50.9,55.2,48.7,79.7,0.076,100,29.17,rain,0,0,15,11.5,355.4,1018.8,65.5,8.4,107.4,9.4,5,10,2024-01-14T07:21:41,2024-01-14T17:12:53,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-15,60,47.7,52.5,60,47.7,52.5,46.4,80.2,0,0,0,,0,0,6.9,3,310.4,1020.3,59.9,8.9,65.3,5.6,4,10,2024-01-15T07:21:23,2024-01-15T17:13:55,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-16,60,45,53.1,60,45,53.1,47.6,82.2,0.151,100,29.17,rain,0,0,13.9,12.1,120.3,1018.3,88.6,8.3,61.4,5.2,4,10,2024-01-16T07:21:04,2024-01-16T17:14:57,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-17,61.4,49.4,55.5,61.4,49.4,55.5,49.3,80.4,0.001,100,4.17,rain,0,0,13.9,9.8,327.1,1018,55.3,9.3,67.6,6,4,10,2024-01-17T07:20:42,2024-01-17T17:15:59,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-18,61.6,44,52.3,61.6,42,52.2,45,77.2,0,0,0,,0,0,10.3,4.9,38.9,1018.4,35.7,9.5,82.5,7,3,10,2024-01-18T07:20:19,2024-01-18T17:17:02,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-19,60,48.6,55,60,47.2,55,48.3,78.3,0.035,100,16.67,rain,0,0,31.1,12.2,151.6,1012.3,59.9,8.9,26.4,2.3,1,10,2024-01-19T07:19:53,2024-01-19T17:18:05,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-20,62.3,54.5,57.2,62.3,54.5,57.2,51.7,82.1,0.189,100,58.33,rain,0,0,23,16.7,149.3,1008.6,95.4,8.6,40.5,3.6,3,10,2024-01-20T07:19:26,2024-01-20T17:19:09,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-21,63.1,53.4,58.3,63.1,53.4,58.3,51.1,77.4,0.232,100,33.33,rain,0,0,30,18.8,143.8,1007.9,85.7,9.4,83.3,7.1,6,10,2024-01-21T07:18:57,2024-01-21T17:20:14,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-22,61.7,55.7,57.6,61.7,55.7,57.6,53.8,87.4,1.102,100,54.17,rain,0,0,24.3,14.6,63.6,1007.5,96.9,7,86,7.4,7,10,2024-01-22T07:18:25,2024-01-22T17:21:19,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-23,62.4,54.4,56.7,62.4,54.4,56.7,51.5,83,0.008,100,4.17,rain,0,0,12.8,11,324.6,1016.3,83.3,8.9,124.2,10.7,6,10,2024-01-23T07:17:52,2024-01-23T17:22:24,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-24,61.9,53.8,56.9,61.9,53.8,56.9,51.7,82.9,0.457,100,33.33,rain,0,0,24.8,16.8,138.4,1018.4,91.1,8.4,64.3,5.7,4,10,2024-01-24T07:17:17,2024-01-24T17:23:29,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-25,61.6,46.9,55,61.6,46.9,55,47.5,76.8,0,0,0,,0,0,9.2,11.6,338.6,1022.8,48.8,8.7,137.2,11.7,6,10,2024-01-25T07:16:41,2024-01-25T17:24:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-26,61.5,49.2,55.1,61.5,49.2,55.1,46.7,73.8,0,0,0,,0,0,5.8,4.5,333.2,1025.4,48.9,8.9,61.8,5.4,3,10,2024-01-26T07:16:02,2024-01-26T17:25:41,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-27,65.2,50.7,57,65.2,50.7,57,48.9,75,0,0,0,,0,0,6.9,6,307.4,1024.9,32.4,9.2,89.2,7.8,5,10,2024-01-27T07:15:22,2024-01-27T17:26:47,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-28,68.6,51.5,59.4,68.6,51.5,59.4,50.8,74.3,0,0,0,,0,0,5.8,5.1,339.6,1021.1,28,9.5,93.4,8.2,4,10,2024-01-28T07:14:39,2024-01-28T17:27:53,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-29,70.2,49.7,59.2,70.2,49.7,59.2,48.9,70.2,0,0,0,,0,0,8.1,9.2,340.6,1019.1,8.3,9.3,141.4,12.3,6,10,2024-01-29T07:13:56,2024-01-29T17:28:59,0.63,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-30,68.6,53.3,60,68.6,53.3,60,45.2,59.3,0,0,0,,0,0,19.7,10.1,183.8,1016,34.4,9.3,126.8,10.9,6,10,2024-01-30T07:13:10,2024-01-30T17:30:06,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-01-31,61.9,54.4,58.7,61.9,54.4,58.7,45.9,63.7,0.537,100,37.5,rain,0,0,35.4,24.2,151,1007,71.8,8.4,16,1.4,1,10,2024-01-31T07:12:23,2024-01-31T17:31:12,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-01,60.4,51.6,54.1,60.4,51.6,54.1,48.6,82.2,0.496,100,58.33,rain,0,0,31.1,11.9,143.2,1005.3,85.8,9,110,9.6,8,10,2024-02-01T07:11:34,2024-02-01T17:32:18,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-02,58.1,48.3,51.9,58.1,46.4,51.4,45.2,79,0.429,100,50,rain,0,0,20.8,12.1,201.1,1013,79,8.6,58.9,5,3,10,2024-02-02T07:10:43,2024-02-02T17:33:25,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-03,57.6,46.8,51,57.6,44.3,49.8,42.9,75.1,0.301,100,25,rain,0,0,23,9.8,139.1,1014.5,84.4,9.3,71.4,6.1,4,10,2024-02-03T07:09:51,2024-02-03T17:34:31,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-04,61.5,49.1,55.3,61.5,45.7,55.1,49.1,80,0.975,100,91.67,rain,0,0,48.2,28.2,149,999.5,97.4,6.4,50.6,4.4,4,10,2024-02-04T07:08:57,2024-02-04T17:35:37,0.83,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72585093228,E8945,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-05,58.1,51,54.1,58.1,51,54.1,47.8,79.4,0.338,100,45.83,rain,0,0,33.3,14.5,148.2,1007.6,93.9,9.1,60.6,5.5,3,10,2024-02-05T07:08:02,2024-02-05T17:36:43,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-06,58.7,48.5,52.6,58.7,47.3,52.5,44.5,75,0.088,100,8.33,rain,0,0,13.9,12.7,314.6,1006.3,72,9.3,82.8,7.1,6,10,2024-02-06T07:07:05,2024-02-06T17:37:49,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-07,53,48.3,49.9,53,44.1,48.4,41.6,73.5,0.462,100,29.17,rain,0,0,30.8,15.1,270.2,1009.2,89.4,8.4,44.3,3.8,4,10,2024-02-07T07:06:07,2024-02-07T17:38:55,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-08,56.2,39.6,48.5,56.2,38.9,47.8,39.3,71,0,0,0,,0,0,16.1,10.2,339.6,1016,34.3,9.9,134.6,11.6,7,10,2024-02-08T07:05:08,2024-02-08T17:40:00,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-09,57.9,39.2,48.5,57.9,39.2,48.2,40,73.6,0,0,0,,0,0,15,11,328.7,1020.3,27.7,9.8,151.3,12.9,6,10,2024-02-09T07:04:06,2024-02-09T17:41:06,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-10,62.7,42.5,51.6,62.7,42.5,51.5,40.3,68.7,0,0,0,,0,0,15,9.6,329.7,1020.5,6.6,9.7,165.9,14.3,6,10,2024-02-10T07:03:04,2024-02-10T17:42:11,0.03,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-11,60.1,42.8,51,60.1,42.8,51,42.8,74.5,0,0,0,,0,0,10.3,9.7,336.7,1023.1,27.3,9.8,158.6,13.7,7,10,2024-02-11T07:02:00,2024-02-11T17:43:16,0.06,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-12,60.7,43,51.2,60.7,43,51.1,43.5,76.3,0,0,0,,0,0,6.9,8.6,347.3,1020.7,46.5,8.2,134.1,11.6,6,10,2024-02-12T07:00:55,2024-02-12T17:44:20,0.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-13,61.5,45,52.3,61.5,43.1,52.1,44.4,75.3,0,0,0,,0,0,9.2,12,351.4,1017.4,52.7,9.6,140.9,12.2,7,10,2024-02-13T06:59:49,2024-02-13T17:45:25,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-14,59,47.7,53.6,59,47.1,53.2,47.4,79.8,0.181,100,25,rain,0,0,24.2,16.1,147.2,1018.3,85,9.5,53.3,4.7,2,10,2024-02-14T06:58:41,2024-02-14T17:46:29,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-15,64.3,48.2,55.2,64.3,45.3,54.7,47.3,76.5,0,0,0,,0,0,8.1,10.9,316.1,1022.5,60.1,9.6,115.5,10,5,10,2024-02-15T06:57:33,2024-02-15T17:47:33,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-16,61.6,48.6,54.6,61.6,47.3,54.6,46.7,75.5,0,0,0,,0,0,12.8,6.3,51.7,1020.1,38.8,9.5,73.8,6.5,3,10,2024-02-16T06:56:23,2024-02-16T17:48:36,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-17,59.1,53.6,55.8,59.1,53.6,55.8,48.3,76.3,0.224,100,54.17,rain,0,0,30.1,18.3,146.6,1014.4,78.5,8.3,20.8,1.8,1,10,2024-02-17T06:55:12,2024-02-17T17:49:39,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-18,69,51.4,58.7,69,51.4,58.7,51.9,79.5,0.42,100,29.17,rain,0,0,34,20.1,143.3,1011.2,71.1,8.5,121.4,10.4,7,10,2024-02-18T06:53:59,2024-02-18T17:50:42,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-19,62.5,54.4,58.7,62.5,54.4,58.7,50.4,74,0.089,100,54.17,rain,0,0,36.9,13.9,154.8,1010.8,92.4,8.5,125.2,11,7,10,2024-02-19T06:52:46,2024-02-19T17:51:45,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-20,61.9,52.9,55.8,61.9,52.9,55.8,48.5,77.1,0.174,100,25,rain,0,0,19.7,10.9,143.4,1017.1,71.4,9.4,60.1,5.1,3,10,2024-02-20T06:51:32,2024-02-20T17:52:47,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-21,62,45.3,53.4,62,43.6,53.3,46.2,78.1,0,0,0,,0,0,11.4,11.5,331.9,1021.4,53.7,9.4,111.8,9.6,9,10,2024-02-21T06:50:17,2024-02-21T17:53:49,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-22,64.7,45.4,54.1,64.7,43.6,54,45.6,74.4,0,0,0,,0,0,6.9,10.8,329.1,1024,13.1,9.7,165.5,14.3,7,10,2024-02-22T06:49:00,2024-02-22T17:54:51,0.44,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-23,66.3,46,55.1,66.3,46,55.1,44.9,70.2,0,0,0,,0,0,19.7,8.4,316.9,1020.3,29.4,9.8,126.2,11,5,10,2024-02-23T06:47:43,2024-02-23T17:55:52,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-24,71.9,47.2,59,71.9,47.2,59,44.8,61.5,0,0,0,,0,0,8.1,8,331.5,1017,10,9.8,188.3,16.2,7,10,2024-02-24T06:46:25,2024-02-24T17:56:53,0.5,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-25,67.2,48.1,56.9,67.2,45.6,56.7,46.9,70,0,0,0,,0,0,24.2,11.7,355.1,1017.3,20.6,9.9,189.2,16.6,7,10,2024-02-25T06:45:06,2024-02-25T17:57:53,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-26,62.8,49.2,55.7,62.8,49.2,55.7,47.6,74.4,0,0,0,,0,0,13.9,12.5,329.8,1016.6,66.7,9.8,119.1,10.4,5,10,2024-02-26T06:43:46,2024-02-26T17:58:54,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-27,61.9,44,53.3,61.9,44,53.3,39.1,60.9,0,0,0,,0,0,19.7,13.2,329.5,1017.9,12.6,9.9,195.8,16.9,7,10,2024-02-27T06:42:26,2024-02-27T17:59:54,0.61,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-28,67.7,42.6,54.1,67.7,42.6,54.1,39.8,61.6,0,0,0,,0,0,9.2,13.3,347.7,1017.6,1.7,9.8,199.8,17.4,7,10,2024-02-28T06:41:04,2024-02-28T18:00:53,0.65,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-02-29,61,48.9,54.6,61,45.9,54.4,47.8,78.2,0.163,100,25,rain,0,0,28.2,16.1,179.5,1016.6,63.9,9.1,84.4,7.5,4,10,2024-02-29T06:39:42,2024-02-29T18:01:53,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-03-01,59.6,51.6,55.2,59.6,51.6,55.2,47,74.6,0.176,100,50,rain,0,0,32.2,13.9,186.6,1013,95.5,8.9,124,10.8,7,10,2024-03-01T06:38:20,2024-03-01T18:02:52,0.71,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-03-02,54.4,47.8,50.7,54.4,44.3,49.9,41.4,70.7,0.273,100,50,rain,0,0,26.4,12.1,224.5,1011,85.6,9,123,10.6,8,10,2024-03-02T06:36:56,2024-03-02T18:03:50,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-03-03,56.6,44.9,50.1,56.6,41.3,49.2,42.6,76.3,0.128,100,45.83,rain,0,0,19.9,13.7,181.4,1016.5,88.1,9.6,131.2,11.3,5,10,2024-03-03T06:35:32,2024-03-03T18:04:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-03-04,59.6,45.9,52,59.6,43.7,51.5,42.4,71.3,0.018,100,8.33,rain,0,0,10.3,6.4,134.8,1020.2,69.7,9.9,109.6,9.4,7,10,2024-03-04T06:34:07,2024-03-04T18:05:47,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-03-05,61.2,48.2,54.5,61.2,44.1,53.5,45.8,72.6,0,0,0,,0,0,16.1,12.8,148.9,1017,81,9.9,79.5,6.8,3,10,2024-03-05T06:32:42,2024-03-05T18:06:45,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-03-06,61.2,51.2,55.1,61.2,51.2,55.1,49.7,82.5,0.457,100,37.5,rain,0,0,13.9,10.4,336.8,1012.4,88.7,8.9,100.1,8.6,8,10,2024-03-06T06:31:16,2024-03-06T18:07:42,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
cupertino,2024-03-07,60.6,47.8,53.5,60.6,47.8,53.5,44.8,73,0,0,0,,0,0,20.8,13.4,325.7,1016.1,56.2,9.8,134.9,11.7,7,10,2024-03-07T06:29:50,2024-03-07T18:08:39,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSJC,74509023244,E3923,KHWD,72494523293,KNUQ"
